"","RIPCre.2.1","RIPCre.2.2","RIPCre.2.3","RIPCre.2.4","RIPCre.2.5","RIPCre.2.6","RIPCre.2.7","RIPCre.2.8","RIPCre.2.9","RIPCre.2.10","RIPCre.2.11","RIPCre.2.12","RIPCre.2.13","RIPCre.2.14","RIPCre.2.15","RIPCre.2.17","RIPCre.2.24","RIPCre.2.25","RIPCre.2.26","RIPCre.2.27","RIPCre.2.29","RIPCre.2.31","RIPCre.2.32","RIPCre.2.34","RIPCre.2.43"
"Ifnl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifnlr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifnz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifrd1",84.61,100.12,0,54.81,0,66.54,51.64,0,14.93,32.51,136.57,22.87,0,121.9,26.58,61.98,0.36,57.91,27.13,13,14.88,37.46,24.9,0,0.41
"Ifrd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69,0,0,0,3.21,0,0
"Ift122",0,1.12,0,0,92.39,0,0,0,0,15.95,54.15,6,0,0,0.1,26.89,30.39,0,0.28,0,5.83,0,0,0,51.56
"Ift140",0,0,0,13.22,0,0,0,0,0,0,3.33,1.56,26.28,0,0,0,0,0,25.88,8.67,0,8.13,12.84,16.62,0
"Ift172",0,23.91,0,7.64,68.07,29.73,11.33,0,17.12,0.08,0,0,0,0,2.37,0.42,0,0,1.48,44.25,18.2,0,22.67,1.13,37.33
"Ift20",160.63,56.04,3.28,26.38,76.95,69.06,28.29,121.36,27.18,82.18,49.48,7.36,25.13,0,44.01,0,53.16,48.91,50.58,47.65,49.66,40.4,33.39,101.17,179.3
"Ift22",186.95,98.02,1.04,0,167.3,93.64,144.11,123.06,100.48,205,105.62,172.24,199.8,92.66,154.12,176.97,118.51,113.7,63.93,129.62,136.8,48.86,80.67,161.09,224.07
"Ift27",0,18.92,34.51,32.62,52.44,0,17.09,0,61.64,53.86,19.85,29.63,0,72.28,70.66,44.8,0,60.7,37.82,64.91,40.95,41.99,35.33,57.64,0
"Ift43",0,0,0,0,92.54,0,0,0,0,0,36.85,120.61,0,0,0,1.76,0,102.63,0,0,36.19,0,0,0,161.94
"Ift46",65.09,6.51,34.94,26.65,52.08,0.49,29.88,42.33,49.78,68.99,40,61.24,18.5,48.41,78.98,32.73,0,0,4.02,78.34,16.76,57.63,23.08,40.72,0
"Ift52",46.57,63.89,0,0,0,0,56.01,43.2,0,53.84,75.76,65.63,0,0,40.74,0,11.62,1.26,42.14,0,14.01,82.61,0,0,0
"Ift57",19.19,0,0,0,0,0,36.2,24.05,0,41.62,8.53,3.63,44.02,0,16.48,15.39,43.28,1.55,45.1,60.11,0,25.13,62.04,69.19,9.89
"Ift74",53.34,0,40.03,20.97,0,47.89,45.81,0,9.89,0,32.25,0,12.87,0,0.75,42.32,139.13,34.62,19.25,4.6,27.3,23.66,44.4,0,111.38
"Ift80",5.78,10.98,0,1.84,0,0,0.59,0.83,6.64,13.19,10.64,0,0.84,0.22,0.73,11.79,0.59,4.25,7.14,0.82,7.29,0,0.42,0.45,0.15
"Ift81",41.35,57.66,0,81.59,0,0,58.05,2.72,19.75,58.38,23.69,42.47,24.41,123.79,33.97,0,0,56.83,0,86.77,20.17,0,83.95,0,8.87
"Ift88",0,0,45.63,11.86,0,0,0,0,0,31.66,4.84,0,0,0,0,0,0.21,4.1,67.35,0,19.99,3.27,0,13.24,0
"Igbp1",33.89,0,0,18.7,0.38,21.9,0,0,0,29.54,12.03,1.72,2.38,0,14.21,0,0,0,0,21.23,8.53,1.32,0,0,7.46
"Igbp1b",0,1.36,0,0,0,113.57,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0
"Igdcc3",0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0
"Igdcc4",1.33,0,0,9.22,0,0,0,0,0,0,0,0.66,0,0,0,0,22.27,21.52,20.92,2.68,13.24,0.12,18.92,4.04,22.59
"Igf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igf1r",0,0.17,8.43,0.45,0.03,0,0.32,16,2.19,6.83,10.06,2,0,15.69,8.81,0,2.09,0,11.99,0.68,0.17,0,0,3.66,0
"Igf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igf2bp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0
"Igf2bp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0
"Igf2bp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0
"Igf2os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0
"Igf2r",0,5.95,0,0,26.1,0.36,2.1,0,0,1.84,2.27,19.71,0.65,0.56,1.87,4.16,0.07,0.53,0.21,0.92,4.75,1.12,1.02,6.29,0
"Igfals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbp3",0,0,72.4,0,0,0,0,78.96,23.6,0,0,0,0,0,180.76,0,0,0,161.98,0,0,96.99,0,89.03,0
"Igfbp4",0,0,0,0,0,0,0,0,7.65,0,0,0,0,0,0,0.23,0.31,0,0,0,0,0,0,122.77,0
"Igfbp5",0,0,27.86,0,0,0,63.99,2.09,0,0.07,64.67,0,0,8.93,28.3,0,17.68,0,12.4,0,0,7.28,7.8,5.54,3.62
"Igfbp6",0.47,0,0,0,0,0,52.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbp7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfbpl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igflr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igfn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ighmbp2",0,30.76,0,0,0,0,0,28.08,5.72,0,38.97,13.92,0,0,0,0,0.91,0,0,8.14,1.24,0,0.61,13.59,0
"Igip",0,0,0,0,39.13,51.98,35.18,0,2.46,37.53,3.44,0,0,0,0.35,0,43.95,13.19,11.61,33.08,2.17,4.87,1.53,24.32,0
"Igj",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0
"IgK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igll1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iglon5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,7.98,1.76,0
"Igsf1",0.66,51.39,117.28,45.43,80.39,0,0,73.81,3.23,37.88,80.3,167.01,59.39,28.94,179.16,0,11.08,19.4,116.73,32.56,38.33,46.34,71.14,0,0
"Igsf10",0,0,0,0,0,0,8.52,5.72,0.11,0,13.84,0,2.38,0,0,0,0,0,0,24.18,0.81,9.66,9.32,18.14,19.86
"Igsf11",0,0,0,0,0,0,5.49,0,0,0,0,0,0.19,0,0,0,0,0,0,0.16,0,0.73,0,0,0
"Igsf21",0,0,0,0,0,0,38.65,0,269.54,0,0,29.66,0,0,0,54.61,0,0,3.84,99.96,54.05,0,0,77.45,0
"Igsf23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igsf3",0.42,4.16,0,13.65,0,0.22,0,21.41,0.77,0.56,0,0,1.15,0,0,9.5,16.61,0.32,12.39,0.37,4.55,18.33,0,0.12,0
"Igsf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Igsf6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26,0,0,0,0,0,0,0,0,0
"Igsf8",93.91,71.92,0,66.4,0,16.78,100.39,58.21,167.93,60.54,105.67,1.72,85.13,75.03,130.48,85.68,158.66,84.96,75.25,59.19,12.74,187.35,26.54,136.39,95.27
"Igsf9",15.09,38.44,0,0,0,0,2.73,0,7.17,0,0,0,28.64,0,9.56,0,0,0,8,40.6,0.14,0,0,0,0
"Igsf9b",0,0,0,0,0,0,17.81,4.12,6.18,0,0,0,0,0,0,0,0,6.32,0,0.34,0,0,0,0.19,0
"Ihh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iigp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ik",133.23,77.5,173.37,94.93,66.2,129.8,30.42,89.41,43.76,90.54,117.64,159.55,42.4,65.88,45.61,111.42,0,110.16,111.25,74.89,147.4,123.01,131.75,167,33.34
"Ikbip",21.47,27.8,0.11,1.15,0.1,33.13,0,0,5.77,18.59,0,31.28,8.69,0,24.81,10.56,14.73,4.8,0,0,34.61,0,15.47,0,0
"Ikbkap",0,35.66,60.13,18.73,0,0,21.53,41.05,0.52,87.6,31.32,0,36.6,30.01,0,17.53,0,39.65,4.23,24.25,46.14,6.71,3.15,0,0.7
"Ikbkb",8.68,0.02,0,0,0,0,0.02,0,6.44,0.26,6.07,0,0.04,9.1,7.77,11.76,2.62,0,0,6.89,4.85,0,2.46,0,21.34
"Ikbke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ikbkg",11.14,25.37,0,0,8.59,0,0,0,0.61,0,0,13.88,0,0.61,12.59,36.2,0.09,33.41,0,0,0.2,0,0,0,0
"Ikzf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ikzf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0
"Ikzf3",0,1.92,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ikzf4",0,3.41,0,19.67,73.96,0,0.31,0.9,42.78,0,0,0,38.11,5.67,0,27.63,28.56,0.73,35.9,0,14.03,0,45.02,1.67,69.98
"Ikzf5",27.27,0,0.1,0.48,1.21,0,0.62,0,0,0,1.08,0.15,0,0.63,0.33,0,0,0,0.14,0,1.53,0.19,1.6,1.03,0
"Il10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il10ra",0,0,0,0,0,0,0,45.25,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0
"Il10rb",0,0,0,0,0,0,0,0,0,0,36.25,23.59,0,0,0,0,0,0,5.72,0,0,0,0,0,0
"Il11",0,0.46,0,0.79,0,0,0,0.55,0,0.22,0.67,0,0.32,28.13,0.24,0,0.32,0.39,0,0,0,0,0.7,0,7.96
"Il11ra1",45.31,0,0,20.52,0,56.32,23.79,55.45,0,0,3.97,0,0,0,0,0,17.79,8.06,0,0,44.6,20.55,0,0,22.14
"Il12a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il12rb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il12rb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il13ra1",28.8,0,0,0,0,62.77,0,0,0,0,0,0,0,0,8.42,72.74,0,72.53,21.01,0,0,0,7.28,29.99,0
"Il13ra2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il15ra",0,0,0,0,0,0,0,2.04,7.14,0,0,0,0,0,0,0,22.41,0,0,0,0,0,0,0,0
"Il16",0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,3.21,0,0
"Il17a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17b",0,0,7.65,0,0,0,0,0,0,0,9.04,0.88,0,0,3.28,0,0,0,0,0,0,0,0,0,0
"Il17c",0,0,0,0,0,0,0,0,0,0,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17d",0,0,0,13.43,0,0,0,0,0,0,0,0,0,14.18,0,0,0,7.11,0,0,0,0,0,0,102.84
"Il17f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17ra",0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il17rb",0,0,0,0,0,0,6.1,2.49,0,0,0,0,0,22.38,0,0,0,0,0,0,0.69,0,0,0,0
"Il17rc",0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,18.77,3.16,0,0,0,0
"Il17rd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,0,0,0,0,0.06,0,0
"Il17re",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il18",85.74,0,0,0,152.76,0,24.12,0,0,0,34.7,0,0,105.45,0,0,0,0,0,0,13.32,0,0,0,0
"Il18bp",0,0.65,51.43,0,0,0,0,0,0,0,0,29.31,0,0,33.03,0,0,2.23,9.93,0,0,0,0,0,0
"Il18r1",0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il18rap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il19",0,0,39.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1bos",0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1f9",0,0.84,0,0,0,0,0.83,0,0,0,0,4.8,4.73,2.03,0.29,0,0.39,4.32,0,4.33,0,0,0.42,2.75,3.69
"Il1r1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62,0,0,0,0
"Il1r2",0,0,0,0,0,0,0,0,0,0,35.04,0,0,0,0,0,0,0,0,0,0,0,0,11.45,0
"Il1rap",0,0,0,6.55,0,0,9.64,0,0,0,0,12.97,0,0,0,0,0,2.05,0,0,6.19,0,0,0,0
"Il1rapl1",2.09,0,0,0.89,0,0,0,0,9.2,0,0,0,69.9,0,0,1.61,4.68,0,0.65,27.94,0,0,0,0,0
"Il1rapl2",0,72.15,0,0,0,0,0,0,8.49,0,0,0,2.18,0,0,0,83.74,0,0,0,0,29.15,0,7.04,0
"Il1rl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0
"Il1rl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il1rn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il20ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il20rb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,3.89,0,0,0,0
"Il21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il21r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il22ra1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il22ra2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il23a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il23r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il25",0,0,0,0,0,0,0.86,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0
"Il27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il27ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0
"Il2ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
"Il2rb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0
"Il2rg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.62,0,0,0,0,0,0
"Il31ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il34",53.11,56.49,38.3,121.05,0,0,42.32,178.81,7.29,116.71,49.57,0,140.57,139.23,0,83.39,0,0,39.25,0,0,16.71,64.24,19,0
"Il3ra",0,0,0,0,0,0,0,0,0,0,17.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il4ra",0,0,44.2,0,0,0,0,40.7,0,0,35.49,0,19.66,21.74,4.94,0,57.7,58.1,19.14,0,0,0,0,39.31,0
"Il5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il5ra",0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.18,0,0,0,0,0,0.19,0,0
"Il6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il6ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il6st",21.02,0,0,10.56,0,0,0,0.07,11.41,11.61,13.64,4.78,0.08,0,19.97,22.24,0.17,25.6,0.49,0,32.42,2.39,0,18.77,28.6
"Il7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il7r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0
"Il9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Il9r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ildr1",17.8,0,0,0,0,0,0,0,0,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ildr2",11.43,30.97,0,3.2,36.04,0,10.57,10.65,20.66,14.96,30.19,16.76,27.62,20.43,0,12.99,17.93,23.55,12.39,0.46,0.77,1.72,5.64,9.43,10.05
"Ilf2",25.55,0,20.94,32.69,29.17,47.73,50.94,42.03,4.63,52.42,1.51,20.66,20.12,69.65,19.57,12.27,19.27,31.41,16.59,33.09,14.63,29.29,25.17,36.83,39.21
"Ilf3",26.61,19.68,47.13,37.68,59.41,119.77,0.08,108.7,39,82.84,63.84,71.48,33.77,107.42,114.28,85.76,29.94,60.93,9.28,53.09,17.88,0.65,44.06,54.71,0
"Ilk",60.1,54.41,43.99,0,68.77,89.92,36.76,85.62,45.11,63.09,0,63.5,31.48,47.3,51.91,68.28,61.31,18.51,73.23,11.98,15.18,2.23,35.72,48.21,0
"Ilkap",31.55,25.18,47.29,66.49,30.03,16.75,9.48,29.19,24.23,0,15.88,0,21.9,42.94,23.79,17.87,12.25,14.9,0,39.47,26.8,0,41.96,0,3.05
"Iltifb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ilvbl",39.21,0,0,41.78,0,0,52.53,0,108.6,0,59.38,0,0.16,91.86,0,39.37,0,0,19.33,63.5,40.76,0,0,20.05,0
"Immp1l",58.15,80.9,74.05,119.75,131.12,0,48.38,29.34,0,94.9,108.56,0,130.69,56.78,7.73,94.9,0,43.05,76.4,0,45.59,0,55.49,0,0
"Immp2l",47.82,0,0,0,0,0,0,0,0,0,14.64,13.75,41.65,0,0,0,0,0,0,0,0,0,0,0,0
"Immt",11.27,0,38.89,28.53,33.31,92.45,63.91,42.31,20.85,54.83,46.27,90.77,33.11,84.19,20.55,45.6,21.5,69.03,70.05,66.7,43.09,61.23,28.04,7.02,31.06
"Imp3",76.19,0,187.64,95.41,146.23,24.93,140.95,0,145.82,178.71,129.64,90.93,72.31,182.2,177.55,84.89,161.1,0.87,108.93,153.96,108.14,57.92,196.51,42.32,0
"Imp4",0,61.3,0,1.17,0,16.29,40.68,81.75,36.68,89.96,31.48,0,70.81,0,105.14,57.05,0,0,0,34.92,19.36,42.57,38.33,0,0.33
"Impa1",0,20.85,99.61,2.98,107.33,0,48.71,20.05,14,0.12,37.6,46.8,62.81,2.83,23.73,64.49,41.53,68.16,38.94,4.79,36.79,0,27.47,0,0
"Impa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0
"Impact",220.98,241.31,251.19,230.18,272.03,347.03,164.75,122.33,43.46,240.2,200.8,201.7,252.11,247.75,84.98,229.88,347.19,377.17,246.36,344.4,201.47,230.29,345.71,236.51,185.98
"Impad1",0,0,0,0,4.81,0,1.97,1.93,0,0,23.57,13.67,7.58,0,0.1,15.36,5.54,0,0.69,35.73,4.54,0,7.02,0.58,0
"Impdh1",40.23,65.92,39.91,1.74,0,0,95.34,107.8,4.13,0,0.99,33.81,0,0,205,8.38,5.54,0,0,0,77.27,13.84,7.24,0.33,41.29
"Impdh2",203.92,81.14,0,105.89,0,200.22,121.61,163.85,59.11,98.02,108.21,105.48,0,120.75,71.24,176.12,131.66,277.86,91.38,37.51,136.29,155.58,152.64,158.32,140.62
"Impg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Impg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0
"imprinting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ina",111.45,72.29,108.94,143.91,174.98,160.49,81.61,173.2,200.61,104.35,100.49,107.69,164.6,0,112.75,36.1,113.07,13.65,69.41,118.4,98.87,205.98,35.97,140.35,90.7
"Inadl",0,9.48,0,0,0,12.72,0,0,0,0.02,0,0,0,3.47,0,0,0.04,0,0,34.44,0.02,0,0,18.17,0.09
"Inafm1",75.3,98.31,32.14,93.92,58.62,63.79,41.93,99.76,115.03,156.66,83.69,96.14,136.59,117.13,152.78,100.51,84.24,76.25,129.53,92.52,49.38,0,73.61,119.71,87.05
"Inafm2",50.32,24.39,0,24.28,0,51.94,28.02,9.36,3.33,0,0,53.12,27.46,0.18,0,0.15,0,0,2.09,3.77,0.12,6.6,5.78,1.18,1.74
"Inca1",0,0,0,0,0,0,0,0,0,0,69.38,56.01,0,0,0,0,2.39,80.97,0,0,15.26,0,0,0,0
"Incenp",0,0,0,0,0,0,0.14,0,51.8,0,0,0,2.41,0,0,0,0,0,0,0,0,0,4.37,0,0
"Inf2",0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ing1",49.62,0,0,7.03,43.72,92.97,26.18,0,115.9,57.08,0,9.65,0,0,46.16,28.27,32.07,0,19.84,0,11.51,43.78,0,40.12,23.87
"Ing2",39.28,10.44,0,0,8.25,0,0,5.28,1.14,0,0,0,2.84,0,0,0,0,20.77,0,0,5.81,43.28,0,35.39,0
"Ing3",5.2,54.9,0,0,0,0,0,0,7.74,0.24,0,0,0,0,0,5.4,0.17,0.2,0.16,1.59,7.32,0,16.58,9.55,0
"Ing5",0,0,0,0,0,0,0,0,14.14,0,18.14,0.14,0,0,31.36,0,0,0,0,0,0,0,0.15,0,0
"Inha",19.82,0,0,25.33,0,0,84.73,0,230.97,48.49,0,0,37.32,52.35,0,33.9,0,0,71.31,0,46.18,55.68,31.39,65.01,0
"Inhba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.62,0,0,0,0,0
"Inhbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inhbc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inhbe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inip",9.97,0,10.84,35.56,0,0,0,0,0,0,0,0,4.85,0,0,6.97,0,0,27.86,0,0,0,0,0,0
"Inmt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ino80",0,8.74,0,0,0,0,1.23,0.08,14,0,7.74,0,0,0.35,0,2.04,0,0,0.1,23.55,8.34,0,0.11,0,0
"Ino80b",87.98,61.95,0,0,0,0,45.83,61.02,0,0,23.5,0,35.07,89.94,69.29,0,0,0,30.83,0,0,0,43.57,7.85,0
"Ino80c",0,11.76,0,0,0,0,29.26,0,0,0,49.24,0,0,0,0,5.65,79.78,49.25,0,16.98,53.28,0,77.25,0,0
